EmployeId,Name,Gender,Age,MaritalStatus,Turnover,Travelling,Vertical,Qualifications,Education,Satisfaction,Engagement,Level,Role,Daily,Hour,Monthly,MonthlyRate,Work Experience,OverTime,SalaryHike,Last Rating,Hours,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
IDRD948,Ola,F,50,Married,No,Sometimes,Research & Development,3,Other,2,1,3,Healthcare Representative,1340,97,8786,24613,3,Yes,19,3,80,2,2,4,4,1,0,20
IDSL278,Olga,F,29,Married,No,Mostly,Sales,3,Medical,2,2,2,Sales Executive,1414,44,5258,16679,1,No,14,3,80,2,3,5,3,0,4,15
IDRD607,Olive,F,38,Single,No,Sometimes,Research & Development,4,Life Sciences,4,3,2,Healthcare Representative,1180,77,4705,24640,1,No,15,3,80,2,2,10,9,4,7,3
IDRD277,Oliver,M,38,Married,No,Sometimes,Research & Development,1,Other,4,3,2,Laboratory Technician,1083,30,3589,14240,8,Yes,11,3,80,2,3,4,2,0,1,23
IDRD091,Olivia,F,51,Divorced,No,Mostly,Research & Development,3,Life Sciences,1,3,2,Manufacturing Director,926,79,5497,26633,7,Yes,17,3,80,6,3,10,6,3,10,1
IDHR054,Ollie,F,36,Divorced,No,Sometimes,Human Resources,4,Technical Degree,3,3,1,Human Resources,1495,61,2777,9104,9,No,20,4,80,2,3,1,0,0,0,20
IDSL213,Omar,M,57,Single,Yes,No,Sales,3,Life Sciences,4,2,4,Sales Executive,124,75,13292,6703,4,Yes,11,3,80,2,3,6,2,4,0,16
IDRD540,Opal,F,22,Married,No,Mostly,Research & Development,4,Life Sciences,2,2,1,Research Scientist,1329,32,2218,12221,1,No,11,3,80,2,3,5,4,0,4,22
IDSL372,Ora,F,36,Single,No,Sometimes,Sales,4,Marketing,2,3,1,Sales Representative,217,51,1404,2267,1,No,19,3,80,2,3,3,2,1,2,15
IDRD686,Orlando,M,34,Married,No,No,Research & Development,2,Medical,3,3,1,Research Scientist,1376,78,2318,15196,4,Yes,12,3,80,2,3,1,0,0,7,7
IDRD839,Orville,M,50,Single,No,Sometimes,Research & Development,3,Medical,2,3,4,Research Director,1022,52,16666,2125,2,No,13,3,80,3,3,20,0,2,7,1
IDSL108,Oscar,M,30,Married,No,Sometimes,Sales,1,Medical,3,3,1,Sales Representative,1402,97,2414,15815,1,No,13,3,80,3,3,1,0,0,0,2
IDSL292,Otis,M,26,Single,No,Sometimes,Sales,3,Life Sciences,4,2,2,Sales Executive,1189,42,6718,11286,0,No,11,3,80,3,1,6,7,1,4,4
IDSL420,Otto,M,45,Single,No,Mostly,Sales,3,Medical,1,3,3,Sales Executive,657,70,10345,14511,2,No,12,3,80,2,2,2,2,2,2,7
IDSL114,Owen,M,28,Single,No,Sometimes,Sales,3,Medical,4,3,2,Sales Executive,1163,94,8290,15034,1,No,13,3,80,2,3,0,0,0,0,23
IDRD718,Pablo,M,54,Single,Yes,Sometimes,Research & Development,2,Life Sciences,3,2,4,Manufacturing Director,646,89,16742,14251,2,Yes,22,4,80,3,3,11,1,15,7,2
IDRD325,Paige,F,40,Single,No,Sometimes,Research & Development,2,Life Sciences,3,3,2,Laboratory Technician,676,39,5760,2653,4,No,11,3,80,4,2,6,2,1,7,2
IDRD797,Paisley,F,26,Married,Yes,Sometimes,Research & Development,3,Medical,1,3,1,Research Scientist,720,87,3974,13907,0,Yes,20,4,80,4,3,5,4,0,4,2
IDSL416,Pam,F,26,Single,Yes,Mostly,Sales,4,Medical,4,1,1,Sales Representative,438,39,2450,10021,1,No,12,3,80,3,3,4,2,0,2,1
IDRD069,Pamela,F,30,Divorced,Yes,Sometimes,Research & Development,3,Medical,4,2,1,Research Scientist,1335,87,2796,14557,0,Yes,17,3,80,2,2,1,0,0,0,5
IDRD941,Paris,F,46,Married,No,Sometimes,Research & Development,3,Life Sciences,1,3,1,Laboratory Technician,915,76,2792,26424,1,No,16,3,80,2,3,7,7,0,7,1
IDSL198,Parker,M,28,Single,No,Sometimes,Sales,1,Medical,3,3,1,Sales Representative,419,92,3409,11881,0,No,12,3,80,6,4,3,2,0,1,1
IDRD772,Pat,F,43,Married,No,Sometimes,Research & Development,4,Life Sciences,3,3,2,Healthcare Representative,624,82,4539,17762,7,No,18,3,80,2,3,7,7,0,7,22
IDRD834,Patrice,F,33,Single,Yes,Sometimes,Research & Development,4,Life Sciences,4,3,3,Manufacturing Director,580,51,4858,7158,2,No,11,3,80,2,4,5,1,1,8,18
IDRD011,Patricia,F,23,Single,Yes,Sometimes,Research & Development,1,Life Sciences,3,1,1,Research Scientist,1275,66,2378,16110,1,No,18,3,80,3,3,1,0,0,1,3
IDRD058,Patrick,M,54,Married,No,Sometimes,Research & Development,4,Life Sciences,2,3,4,Manager,147,93,16616,25213,4,Yes,11,3,80,5,3,4,3,1,3,29
IDSL182,Patsy,F,25,Single,No,Sometimes,Sales,3,Life Sciences,1,2,1,Sales Representative,485,51,2093,7332,1,No,24,4,80,3,4,1,0,0,0,2
IDRD724,Patti,F,35,Married,Yes,Sometimes,Research & Development,3,Medical,2,3,1,Laboratory Technician,1034,33,2856,18355,1,No,14,3,80,2,3,2,2,2,2,26
IDRD575,Patty,F,24,Single,No,Sometimes,Research & Development,3,Technical Degree,4,2,1,Research Scientist,1450,95,9753,8937,1,No,13,3,80,4,3,4,2,0,3,3
IDSL006,Paul,M,29,Married,No,Sometimes,Sales,1,Life Sciences,2,3,1,Sales Representative,1433,97,8274,6784,6,Yes,16,3,80,3,3,4,2,0,2,3
IDSL077,Paula,F,18,Single,Yes,Mostly,Sales,3,Medical,4,2,1,Sales Representative,891,53,1854,7133,0,No,17,3,80,5,4,2,2,0,2,4
IDRD710,Paulette,F,35,Divorced,No,Sometimes,Research & Development,4,Life Sciences,3,3,2,Manufacturing Director,483,54,4908,15824,0,No,17,3,80,2,3,10,9,0,0,7
IDSL099,Pauline,F,29,Married,Yes,Mostly,Sales,4,Medical,1,3,3,Sales Executive,1388,98,7822,15915,1,Yes,12,3,80,2,3,14,7,7,7,5
IDRD639,Payton,F,26,Single,No,Sometimes,Research & Development,5,Life Sciences,2,2,1,Research Scientist,539,45,2223,9382,6,No,13,3,80,3,3,2,2,2,2,1
IDSL144,Pearl,F,50,Single,No,Mostly,Sales,3,Life Sciences,3,4,5,Manager,457,52,13356,3080,8,No,11,3,80,2,3,30,8,8,12,1
IDRD448,Pedro,M,32,Single,No,Mostly,Research & Development,1,Life Sciences,4,3,1,Research Scientist,109,72,3679,25193,0,No,15,3,80,2,3,4,4,1,3,8
IDRD164,Peggy,F,30,Single,No,Sometimes,Research & Development,3,Human Resources,3,1,1,Laboratory Technician,323,46,1649,4051,1,No,12,3,80,2,3,1,0,0,0,2
IDRD547,Penelope,F,37,Married,No,Sometimes,Research & Development,4,Medical,3,2,2,Laboratory Technician,777,79,4472,12329,1,No,14,3,80,2,3,18,17,15,7,2
IDRD421,Penny,F,40,Single,No,Sometimes,Research & Development,4,Technical Degree,4,2,3,Manufacturing Director,107,45,5446,7729,7,Yes,13,3,80,6,2,16,17,15,17,2
IDRD898,Percy,M,46,Divorced,No,Sometimes,Research & Development,3,Other,3,2,1,Laboratory Technician,143,91,2546,26173,1,No,18,3,80,6,2,2,2,2,2,2
IDRD502,Perry,M,53,Married,No,Sometimes,Research & Development,3,Medical,3,4,2,Laboratory Technician,433,30,4435,14451,3,Yes,11,3,80,2,3,5,4,0,2,6
IDRD737,Pete,M,26,Single,Yes,Mostly,Research & Development,3,Life Sciences,1,1,1,Research Scientist,606,32,2986,26914,1,Yes,13,3,80,0,1,8,7,7,7,7
IDRD063,Peter,M,48,Divorced,No,Sometimes,Research & Development,2,Medical,4,3,3,Healthcare Representative,111,78,10186,15938,4,No,11,3,80,2,3,13,12,1,2,9
IDRD687,Peyton,F,32,Divorced,No,Mostly,Sales,4,Marketing,2,3,2,Sales Executive,618,70,9798,15995,1,No,12,3,80,3,2,5,2,0,4,8
IDSL257,Peyton,M,31,Divorced,No,Mostly,Research & Development,2,Life Sciences,3,2,2,Healthcare Representative,433,68,4497,11046,4,No,13,3,80,3,3,1,0,0,0,4
IDSL060,Philip,M,49,Single,No,No,Sales,3,Life Sciences,1,3,3,Sales Executive,1025,45,19268,22512,3,No,15,3,80,2,3,3,2,0,2,1
IDRD150,Phillip,M,54,Divorced,No,Sometimes,Research & Development,2,Medical,2,2,2,Laboratory Technician,1378,92,5020,23817,8,No,13,3,80,2,3,3,5,1,2,9
IDRD840,Phoebe,F,33,Divorced,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,Laboratory Technician,1322,41,1102,6211,1,No,18,3,80,2,3,5,11,0,1,1
IDRD148,Phyllis,F,21,Single,Yes,Mostly,Research & Development,1,Life Sciences,4,1,2,Manufacturing Director,320,44,4326,20155,6,No,14,3,80,2,2,5,4,0,3,1
IDRD704,Piper,F,38,Married,No,Mostly,Research & Development,2,Medical,1,3,2,Research Scientist,1440,54,4454,12339,1,No,13,3,80,3,2,6,2,0,4,25
IDRD949,Polly,F,45,Single,Yes,Sometimes,Research & Development,4,Other,4,2,2,Research Scientist,1167,41,4775,16918,1,No,13,3,80,6,3,19,7,1,9,1
IDRD382,Preston,M,36,Single,No,No,Research & Development,3,Medical,4,3,2,Manufacturing Director,1432,53,8258,23471,0,No,25,4,80,3,4,10,7,0,7,1
IDSL176,Priscilla,F,50,Married,No,Sometimes,Sales,4,Marketing,4,3,2,Sales Executive,514,78,6637,23254,4,No,12,3,80,2,3,2,2,0,2,2
IDSL355,Quentin,M,43,Married,No,No,Sales,2,Marketing,2,3,2,Sales Executive,586,55,8200,15544,6,No,11,3,80,4,3,8,7,0,7,1
IDRD845,Quinn,M,30,Single,No,Mostly,Research & Development,5,Life Sciences,3,3,3,Laboratory Technician,463,58,2297,14470,1,No,11,3,80,2,3,11,8,5,7,18
IDRD879,Quinn,F,35,Single,No,Sometimes,Research & Development,4,Life Sciences,3,4,3,Manufacturing Director,1384,97,7481,16774,0,No,13,3,80,3,3,10,8,0,8,1
IDRD914,Quinton,M,42,Divorced,No,Sometimes,Research & Development,1,Life Sciences,1,1,2,Healthcare Representative,1075,98,3807,20436,1,No,14,3,80,2,2,20,8,9,7,5
IDRD450,Rachael,F,28,Single,No,Sometimes,Research & Development,2,Medical,2,2,1,Laboratory Technician,1467,35,2377,12670,1,Yes,16,3,80,2,3,5,1,0,4,21
IDRD068,Rachel,F,55,Married,No,Sometimes,Research & Development,4,Other,3,3,5,Research Director,602,30,19499,2137,9,Yes,25,4,80,2,4,22,9,13,12,1
IDRD809,Rachelle,F,22,Married,Yes,Sometimes,Research & Development,2,Other,3,1,1,Laboratory Technician,1244,51,4140,4728,1,No,11,3,80,5,1,5,3,0,3,4
IDSL241,Rafael,M,41,Married,No,Mostly,Sales,3,Life Sciences,1,3,3,Sales Executive,238,64,8584,22695,5,No,11,3,80,3,4,6,7,1,5,2
IDRD109,Ralph,M,40,Divorced,No,Sometimes,Research & Development,3,Life Sciences,4,3,4,Research Director,1432,95,10862,19835,2,No,13,3,80,2,2,5,8,1,3,13
IDSL252,Ramon,M,50,Married,Yes,Mostly,Sales,4,Life Sciences,2,3,2,Sales Executive,252,74,5526,14290,7,No,12,3,80,2,3,8,4,0,7,9
IDSL265,Ramona,F,56,Single,No,Sometimes,Sales,1,Life Sciences,4,1,4,Sales Executive,212,74,14602,19293,7,Yes,20,4,80,0,3,10,6,4,16,4
IDSL433,Randal,M,32,Married,No,Sometimes,Sales,1,Life Sciences,3,3,1,Sales Representative,136,81,2009,26842,1,No,19,3,80,3,3,1,0,0,0,2
IDRD250,Randall,M,39,Married,Yes,Sometimes,Research & Development,4,Technical Degree,1,2,1,Laboratory Technician,290,31,2119,20488,1,Yes,12,3,80,2,2,10,7,1,8,8
IDRD900,Randi,F,37,Married,No,Sometimes,Research & Development,4,Medical,1,3,1,Laboratory Technician,861,73,5815,9604,9,Yes,20,4,80,2,3,14,11,5,15,16
IDRD666,Randolph,M,35,Married,No,Sometimes,Research & Development,2,Other,4,3,3,Manufacturing Director,696,30,7297,15159,0,No,11,3,80,2,3,5,0,1,3,7
IDRD142,Randy,M,43,Married,No,Sometimes,Research & Development,3,Life Sciences,2,3,3,Manufacturing Director,107,38,7000,5135,1,No,11,3,80,2,3,10,0,4,6,28
IDRD665,Raquel,F,30,Single,No,Mostly,Research & Development,5,Life Sciences,3,1,2,Research Scientist,274,43,4673,15898,1,Yes,14,3,80,2,4,9,5,7,7,1
IDSL230,Raul,M,37,Single,No,Sometimes,Sales,2,Medical,1,3,2,Sales Executive,186,46,4927,5187,1,No,18,3,80,5,3,5,3,0,7,2
IDHR055,Raven,F,31,Single,Yes,No,Human Resources,4,Other,4,2,1,Sales Representative,670,51,2598,23636,0,Yes,14,3,80,2,4,10,0,2,7,13
IDHR015,Ray,M,35,Married,No,No,Human Resources,4,Life Sciences,2,3,2,Manufacturing Director,362,83,4107,11865,1,Yes,18,3,80,3,2,10,6,0,8,4
IDRD050,Raymond,M,28,Married,No,Sometimes,Research & Development,2,Medical,3,3,1,Research Scientist,940,72,2640,22288,1,No,11,3,80,2,2,2,2,2,2,9
IDRD655,Reagan,F,22,Married,No,Sometimes,Research & Development,4,Technical Degree,3,1,1,Research Scientist,1131,81,3354,3979,1,No,11,3,80,2,3,5,2,0,3,2
IDRD832,Reba,F,20,Divorced,No,Sometimes,Research & Development,3,Technical Degree,3,3,1,Laboratory Technician,346,96,4211,13880,1,No,21,4,80,2,2,1,0,1,0,19
IDRD052,Rebecca,F,31,Divorced,No,Sometimes,Research & Development,3,Medical,1,3,1,Research Scientist,699,61,2376,6983,4,No,14,3,80,4,3,4,2,1,2,9
IDRD499,Rebekah,F,38,Married,Yes,Sometimes,Research & Development,4,Technical Degree,2,4,1,Research Scientist,247,46,2109,4638,1,No,17,3,80,5,3,1,0,0,0,5
IDSL427,Reed,M,36,Divorced,Yes,Sometimes,Sales,4,Life Sciences,3,1,2,Sales Executive,1078,43,5026,12007,3,Yes,12,3,80,1,2,5,7,1,3,9
IDSL417,Reese,F,30,Single,No,Sometimes,Sales,1,Marketing,4,3,2,Sales Executive,227,57,7717,20387,8,Yes,13,3,80,5,3,4,2,1,2,1
IDRD269,Regina,F,44,Married,No,Sometimes,Research & Development,3,Other,4,2,1,Laboratory Technician,212,45,2064,13323,0,No,11,3,80,3,3,1,0,1,0,2
IDSL189,Reginald,M,53,Married,No,Sometimes,Sales,4,Medical,3,1,2,Sales Executive,299,48,4850,21428,4,No,14,3,80,2,3,5,3,1,4,19
IDRD833,Reid,M,40,Married,No,Sometimes,Research & Development,3,Medical,4,3,4,Research Director,474,70,15212,3102,3,No,12,3,80,2,1,3,0,4,2,24
IDRD786,Rena,F,45,Married,No,Sometimes,Research & Development,2,Life Sciences,1,3,2,Laboratory Technician,1455,83,2893,15980,1,No,11,3,80,2,3,5,1,0,2,9
IDRD663,Rene,M,21,Single,Yes,Sometimes,Research & Development,1,Medical,2,2,1,Research Scientist,132,74,2434,12020,0,No,14,3,80,2,2,0,0,0,0,3
IDRD256,Renee,F,45,Divorced,No,Sometimes,Research & Development,4,Other,4,2,3,Research Director,183,65,16771,23127,2,No,16,3,80,2,3,11,10,4,10,7
IDHR062,Reuben,M,51,Married,Yes,Sometimes,Human Resources,4,Life Sciences,1,4,5,Research Director,107,61,19410,2855,1,Yes,12,3,80,2,3,31,3,11,4,20
IDSL291,Rex,M,41,Married,No,Sometimes,Sales,2,Marketing,4,3,2,Sales Executive,388,60,4201,11236,1,Yes,15,3,80,2,3,16,13,4,12,20
IDRD237,Rhonda,F,34,Married,No,Sometimes,Research & Development,2,Life Sciences,1,1,1,Research Scientist,847,37,2101,16458,1,No,13,3,80,2,3,3,5,1,2,21
IDRD332,Ricardo,M,19,Single,No,Sometimes,Research & Development,3,Other,2,3,1,Research Scientist,691,71,2719,13180,1,No,19,3,80,2,3,5,3,1,1,3
IDRD006,Richard,M,48,Single,No,Sometimes,Research & Development,2,Life Sciences,3,3,2,Healthcare Representative,344,86,4629,12195,1,No,13,3,80,3,3,5,4,3,3,5
IDRD482,Rick,M,50,Married,No,Sometimes,Research & Development,3,Medical,4,2,5,Research Director,809,95,10097,17265,6,Yes,15,3,80,3,3,27,7,0,9,9
IDSL279,Rickey,M,29,Divorced,No,Sometimes,Sales,3,Marketing,2,3,2,Sales Executive,794,57,4831,7058,1,No,11,3,80,3,3,3,2,1,1,4
IDRD223,Ricky,M,38,Divorced,Yes,Mostly,Research & Development,4,Medical,4,2,2,Research Scientist,111,64,4348,4972,0,Yes,12,3,80,2,1,5,3,1,4,3
IDRD401,Riley,F,26,Married,Yes,Mostly,Research & Development,4,Life Sciences,3,3,2,Human Resources,483,59,4770,13478,1,No,20,4,80,6,3,4,3,2,0,2
IDRD413,Riley,M,29,Married,No,Sometimes,Research & Development,1,Life Sciences,3,3,1,Research Scientist,893,81,3561,22389,1,No,14,3,80,3,3,1,0,4,0,3
IDSL073,Rita,F,58,Married,Yes,Sometimes,Sales,3,Life Sciences,1,2,2,Sales Executive,1007,47,16167,23598,8,Yes,18,3,80,5,3,1,0,0,0,22
IDHR001,Robert,M,36,Single,Yes,Sometimes,Human Resources,4,Life Sciences,2,3,2,Manager,833,34,6052,20832,1,No,16,3,80,3,4,7,7,0,0,10
IDRD279,Roberta,F,30,Single,No,Sometimes,Research & Development,4,Life Sciences,3,2,1,Research Scientist,492,58,2516,15057,1,No,13,3,80,2,3,5,4,0,4,1
IDRD389,Roberto,M,55,Single,No,Sometimes,Research & Development,4,Life Sciences,1,3,3,Manufacturing Director,1369,99,8496,25079,3,No,12,3,80,2,2,4,7,3,4,2
IDRD161,Robin,F,30,Married,No,No,Research & Development,4,Life Sciences,1,3,1,Laboratory Technician,969,78,2416,15405,4,No,14,3,80,1,3,3,2,1,2,9
IDRD674,Robin,M,45,Married,No,Sometimes,Research & Development,1,Medical,2,3,4,Healthcare Representative,858,87,19323,13354,2,No,12,3,80,6,3,6,2,4,6,1
IDRD528,Robyn,F,26,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,Research Scientist,140,31,1266,6217,1,No,15,3,80,3,3,5,2,0,2,8
IDRD688,Rochelle,F,52,Married,No,Sometimes,Research & Development,1,Life Sciences,2,1,5,Manager,667,36,13154,7879,4,No,11,3,80,2,3,27,16,7,9,2
IDRD673,Roderick,M,25,Married,No,Sometimes,Research & Development,2,Medical,3,2,1,Research Scientist,1178,49,2286,10394,4,Yes,13,3,80,4,3,2,2,2,2,5
IDRD203,Rodney,M,39,Single,No,No,Research & Development,3,Life Sciences,3,3,2,Manufacturing Director,1050,45,6494,8625,4,No,22,4,80,3,4,14,2,5,12,3
IDRD864,Rodolfo,M,25,Married,No,Sometimes,Research & Development,3,Medical,3,3,1,Research Scientist,948,56,2381,15080,1,No,12,3,80,2,3,1,0,0,0,26
IDRD101,Roger,M,58,Single,No,Sometimes,Research & Development,4,Medical,1,3,2,Manufacturing Director,1232,70,5575,24822,9,No,20,4,80,3,3,4,4,1,1,3
IDSL212,Roland,M,37,Married,Yes,Mostly,Sales,3,Life Sciences,1,2,3,Sales Executive,994,36,4781,8808,1,Yes,11,3,80,3,2,10,8,7,7,4
IDRD526,Roman,M,28,Married,No,Mostly,Research & Development,1,Life Sciences,3,3,1,Laboratory Technician,796,32,3018,16320,1,No,19,3,80,3,3,7,2,1,0,20
IDRD817,Ron,M,41,Single,No,Sometimes,Research & Development,2,Life Sciences,1,3,2,Healthcare Representative,169,71,6352,17101,1,No,14,3,80,3,3,10,7,0,7,2
IDSL009,Ronald,M,18,Married,No,Sometimes,Sales,2,Marketing,2,3,2,Sales Executive,1255,62,4377,10759,9,No,12,3,80,2,3,7,7,7,2,2
IDRD842,Ronda,F,58,Married,No,Sometimes,Research & Development,4,Medical,4,3,1,Research Scientist,1106,84,2015,15142,8,No,15,3,80,5,1,0,0,0,0,1
IDRD266,Ronnie,M,45,Single,No,Mostly,Research & Development,3,Medical,3,3,2,Research Director,710,52,4745,23181,6,No,13,3,80,2,3,6,8,0,7,6
IDSL381,Roosevelt,M,54,Divorced,No,Mostly,Sales,4,Medical,4,3,1,Sales Representative,1324,39,3020,10982,4,No,12,3,80,3,4,2,2,2,2,1
IDRD938,Rory,M,40,Single,No,Sometimes,Research & Development,3,Life Sciences,3,2,2,Healthcare Representative,1242,93,4988,15926,7,No,14,3,80,2,3,10,7,0,7,2
IDRD275,Rosa,F,30,Married,No,No,Research & Development,1,Medical,3,2,1,Laboratory Technician,252,73,3758,15243,6,No,13,3,80,2,3,12,9,3,2,2
IDRD512,Rosalie,F,40,Single,No,Sometimes,Research & Development,2,Life Sciences,4,2,3,Manager,834,90,16954,22794,3,No,18,3,80,2,1,5,0,0,4,3
IDSL038,Rose,F,41,Divorced,No,Sometimes,Sales,4,Marketing,2,3,1,Sales Representative,796,60,2737,2344,8,Yes,13,3,80,2,3,2,2,2,2,8
IDRD659,Rosemarie,F,34,Married,No,Mostly,Research & Development,2,Medical,4,2,2,Research Scientist,1274,64,5470,8959,0,No,16,3,80,2,3,15,9,1,12,8
IDSL136,Rosemary,F,41,Single,No,Sometimes,Sales,4,Other,3,3,5,Sales Executive,1301,59,16581,17714,7,Yes,11,3,80,2,1,3,2,2,2,4
IDRD490,Rosie,F,40,Married,No,Sometimes,Research & Development,4,Life Sciences,1,3,4,Manager,350,58,16763,26341,4,No,21,4,80,0,3,17,8,11,15,5
IDRD453,Ross,M,36,Married,No,Sometimes,Research & Development,1,Life Sciences,4,2,4,Research Director,636,41,17705,25725,1,No,13,3,80,2,3,21,7,3,9,2
IDRD584,Roxanne,F,20,Married,No,Sometimes,Research & Development,3,Medical,4,1,1,Research Scientist,476,76,3029,6959,1,No,17,3,80,2,2,4,2,0,2,3
IDSL051,Roy,M,37,Single,No,Sometimes,Sales,4,Marketing,4,2,2,Sales Executive,388,54,5211,22697,7,Yes,14,3,80,2,4,2,2,2,2,1
IDRD964,Royce,M,21,Single,No,Mostly,Research & Development,1,Medical,4,2,1,Research Scientist,873,64,2823,12125,2,No,11,3,80,5,3,1,4,0,0,2
IDRD383,Ruben,M,30,Married,No,Mostly,Research & Development,3,Life Sciences,3,4,1,Laboratory Technician,755,97,3660,12004,8,No,14,3,80,3,2,5,4,0,3,1
IDRD131,Ruby,F,27,Divorced,Yes,Sometimes,Research & Development,3,Medical,4,3,1,Laboratory Technician,479,93,2333,2125,1,No,11,3,80,2,2,3,2,0,3,9
IDSL309,Rudolph,M,25,Divorced,No,No,Sales,3,Medical,3,2,2,Sales Executive,891,96,4114,4317,1,No,13,3,80,5,3,3,2,1,2,20
IDRD680,Rudy,M,35,Divorced,No,Sometimes,Research & Development,3,Other,1,3,1,Research Scientist,338,48,3806,15217,1,No,22,4,80,2,2,4,4,0,3,9
IDRD823,Rufus,M,35,Single,No,Sometimes,Research & Development,4,Medical,2,3,1,Research Scientist,201,76,1472,12274,1,No,17,3,80,2,3,10,0,0,8,13
IDRD127,Russell,M,41,Single,Yes,No,Research & Development,2,Life Sciences,3,2,1,Research Scientist,854,64,3286,11561,0,Yes,13,3,80,2,3,5,3,1,4,7
IDRD043,Ruth,F,35,Single,No,Sometimes,Research & Development,3,Technical Degree,2,3,3,Sales Executive,1112,94,7362,11309,1,Yes,11,3,80,2,3,18,13,4,16,15
IDSL010,Ryan,M,29,Divorced,No,No,Sales,3,Medical,4,4,1,Sales Representative,616,57,1370,23238,1,No,23,4,80,2,3,1,0,0,0,17
IDRD695,Ryder,M,38,Single,No,No,Research & Development,2,Life Sciences,4,2,1,Research Scientist,855,68,2896,3354,1,No,12,3,80,3,3,4,1,1,3,13
IDRD931,Rylan,M,31,Married,No,Sometimes,Research & Development,2,Life Sciences,4,4,3,Research Director,722,42,16078,15664,6,Yes,13,3,80,3,2,8,7,6,7,2
IDSL314,Rylee,F,47,Married,No,Sometimes,Sales,2,Marketing,3,3,2,Sales Executive,1353,60,5220,4001,6,No,17,3,80,4,4,3,2,0,2,7
IDSL153,Sabrina,F,24,Single,No,Sometimes,Sales,3,Technical Degree,4,3,1,Sales Representative,1250,58,2274,8482,1,No,23,4,80,2,4,0,0,0,0,21
IDRD365,Sadie,F,41,Single,No,Sometimes,Research & Development,1,Life Sciences,4,3,2,Manufacturing Director,1489,43,5084,7611,9,No,20,4,80,3,3,2,2,1,2,2
IDRD675,Sallie,F,19,Divorced,Yes,Mostly,Research & Development,3,Life Sciences,2,3,1,Laboratory Technician,204,41,2274,16732,0,No,22,4,80,6,2,3,2,0,3,2
IDRD245,Sally,F,54,Married,No,Sometimes,Research & Development,2,Medical,3,3,4,Manufacturing Director,717,39,19740,10613,2,No,16,3,80,3,3,8,7,1,0,8
IDRD693,Salvador,M,26,Single,No,Sometimes,Research & Development,1,Life Sciences,3,2,2,Laboratory Technician,109,86,4697,17759,1,No,25,4,80,4,3,1,0,0,0,16
IDRD611,Salvatore,M,44,Married,No,Sometimes,Research & Development,4,Life Sciences,4,2,1,Laboratory Technician,1112,92,5460,7271,7,No,12,3,80,2,1,5,2,1,3,16
IDRD367,Sam,M,58,Divorced,No,Sometimes,Research & Development,3,Medical,2,3,5,Research Director,167,90,19417,9508,1,Yes,13,3,80,2,3,33,8,0,7,22
IDRD066,Samantha,F,27,Single,No,Sometimes,Research & Development,3,Medical,4,1,1,Sales Representative,1316,92,3412,8751,1,No,12,3,80,2,4,5,3,1,4,9
IDSL351,Sammy,M,34,Single,Yes,Sometimes,Sales,2,Life Sciences,2,2,2,Sales Executive,351,87,6239,23563,2,Yes,22,4,80,3,3,5,7,6,3,7
IDRD051,Samuel,M,33,Divorced,No,Sometimes,Research & Development,4,Medical,3,1,3,Manufacturing Director,537,58,10217,22465,9,No,24,4,80,5,2,7,7,4,7,6
IDSL016,Sandra,F,36,Single,No,No,Sales,2,Marketing,4,3,3,Sales Executive,886,84,7730,25418,0,No,20,4,80,2,3,18,7,4,7,3
IDRD531,Sandy,F,31,Single,No,Sometimes,Research & Development,2,Life Sciences,1,3,1,Research Scientist,877,94,1502,5301,1,Yes,11,3,80,2,3,6,2,1,2,7
IDSL281,Santiago,M,37,Single,Yes,Mostly,Sales,3,Life Sciences,1,2,3,Sales Executive,715,39,7707,2188,7,No,17,3,80,2,1,2,2,1,2,4
IDRD096,Sara,F,37,Married,No,Sometimes,Research & Development,3,Life Sciences,4,3,1,Laboratory Technician,787,70,2956,17022,1,No,14,3,80,2,3,1,4,0,1,26
IDRD024,Sarah,F,44,Divorced,No,Sometimes,Research & Development,3,Medical,2,4,2,Healthcare Representative,567,93,6247,23421,0,Yes,12,3,80,3,2,15,4,2,12,8
IDRD792,Sasha,F,39,Divorced,No,Sometimes,Research & Development,2,Life Sciences,1,3,1,Research Scientist,1246,84,2119,20109,3,No,11,3,80,2,3,2,2,2,2,1
IDRD768,Saul,M,46,Married,No,Sometimes,Research & Development,3,Medical,1,3,2,Healthcare Representative,504,89,6321,12485,7,Yes,12,3,80,5,3,8,5,4,6,1
IDRD905,Savanna,F,31,Married,No,Mostly,Research & Development,3,Medical,4,3,2,Research Scientist,1335,43,4514,23058,1,No,12,3,80,2,4,6,2,0,2,10
IDRD280,Savannah,F,47,Married,No,Sometimes,Research & Development,2,Life Sciences,2,3,2,Laboratory Technician,123,75,5397,2751,9,Yes,11,3,80,4,3,1,4,0,0,1
IDRD719,Sawyer,M,33,Divorced,No,Sometimes,Research & Development,4,Life Sciences,2,3,2,Manufacturing Director,318,47,5177,24964,1,No,13,3,80,2,2,7,7,7,7,11
IDRD543,Scarlett,F,55,Divorced,No,Sometimes,Research & Development,3,Medical,3,3,4,Healthcare Representative,154,83,10055,7654,0,No,11,3,80,2,2,25,0,0,12,2
